id,question,answer
369,"Umbridge laughed, 'What Cornelius doesn't know won't hurt ______.'",him
369,Umbridge nearly used the ______ Curse on Harry to force answers.,Cruciatus
369,"Malfoy always speaks most highly of you, Professor ______!",Snape
370,"According to Umbridge's claim, the centaurs’ territory permission is owed to the Ministry of ____.",Magic
370,"The monster whose lair Hermione's path leads toward, which Harry previously encountered alone, is ____.",Aragog
370,The Hogwarts Headmistress answers Hermione's feigned instructions to 'lead on' while heading into the ____ Forest.,Forbidden
370,"In Umbridge's introduction to the centaurs, she declares herself the Senior Undersecretary to the Minister for Magic and Headmistress of ____.",Hogwarts
371,Which character's name did Hermione realize Grawp was mispronouncing as 'Hagger'?,Hagrid
372,The creatures Harry and his friends planned to fly to London on are ________.,Thestrals
373,According to Hermione, the person who lures Thestrals with raw meat is ______.
374,"To gain entry to the Ministry of Magic, Ron dialed the numbers ________."," ""62442"""
375,What was the state of the unopened door Harry attempted to force?,locked
376,The orb's label linked the Dark Lord and (?)__.,Harry Potter
377,The Death Eater mocking Harry and later pulling off her hood is ___ Lestrange,Bellatrix
377,The prison that left Bellatrix Lestrange's face gaunt and hollowed is ___,Azkaban
378,The prophecy was made about both Harry and which antagonist?,Voldemort
379,Neville shouted to Harry to get out of the,way
380,The room containing floating brain tanks where Luna got incapacitated was the __________.,Brain Room
380,The lead Death Eater who shrieked 'There they are!' upon spotting Harry's group was __________.,Bellatrix Lestrange
380,The Death Eater who shrieked 'There they are!' upon spotting the group was __________.,Bellatrix Lestrange
380,The room containing tanks of floating brains was called the __________.,Brain Room
380,The lead Death Eater who spotted Harry and Neville was __________.,Bellatrix Lestrange
381,Harry sprinted away from the Death Eaters and was chased down by the one named ______.,Bellatrix Lestrange
382,"The individual fighting with the pockmarked and no longer masked Death Eater Rookwood. Answer: 'Kingsley swayed across his field of vision, battling with the pockmarked and no longer masked ____...'",Rookwood
382,"Whom Sirius tells to run with Neville and the prophecy. Answer: '...'Harry, take the prophecy, grab Neville and run!' ____ yelled, dashing to meet Bellatrix...'",Sirius
383,The Death Eater who mocked Harry in the atrium is ___. ,Bellatrix Lestrange
383,"Harry used ""Wingardium ___"" to remove the brains.",Leviosa
384,Which Headmaster arrived at the Ministry to confront Voldemort? ___,Dumbledore
385,The location where the escaped Death Eaters were captured is the Death Chamber in the Department of ______.,Mysteries
385,The phoenix that took Voldemort's green jet of light and saved Dumbledore is named ______.,Fawkes
386,What was the name of Dumbledore's baby phoenix placed on the tray?,Fawkes
387,The person whose attack Harry witnessed through Voldemort's mind was Mr...,Weasley
388,Who did Dumbledore arrange Occlumency lessons with for Harry?,Professor Snape
388,The Malfoy family aligned with Voldemort included ______ as Lucius's wife.,Narcissa
388,Dumbledore believed a shadow of Voldemort stirred behind Harry's ______.,eyes
389,The location Dumbledore visited after Sirius's warning was the Department of ___,Mysteries
389,"According to Dumbledore, Harry's protection stems from an ancient ___",magic
390,The phoenix making soft chirps in Dumbledore's office during their discussion was called ______.,Fawkes
390,The dark wizard who sought the prophecy's full contents after his return to power is ______.,Voldemort
390,Harry witnessed the death of which student at the end of the Triwizard Tournament?,Cedric Diggory
391,The prophecy was stored in a section of the Ministry called the Department of ______.,Mysteries
391,The shallow stone basin Dumbledore used to display memories is known as the ______.,Pensieve
391,The Divination teacher who made the prophecy is named Sybill ______.,Trelawney
391,The alternative wizard boy mentioned in the prophecy is ______ Longbottom.,Neville
391,Both Harry and Neville's parents belonged to the Order of the ______.,Phoenix
391,Voldemort's failed attack on Harry resulted in a mark called the ______.,scar
392,The wizarding prison that experienced a mass revolt of the Dementors is ___.,Azkaban
392,The newly reinstated Headmaster of Hogwarts School of Witchcraft and Wizardry is ___.,Albus Dumbledore
392,The student Harry Potter is famously referred to as the ___ in the Prophet article.,Boy Who Lived
393,The staff member addressing Harry's wand threat whose father had been restrained where? Malfoy's father was locked in ___.,Azkaban
394,What is the name of Hagrid's boarhound?,Fang
394,The enchanted item Peeves borrowed from McGonagall was which walking accessory?,walking stick
395,Nearly Headless ___ was the Hogwarts ghost that Harry spoke to about death.,Nick
396,People cruelly nicknamed Luna _____ Lovegood.,Loony
397,Tonks' T-shirt advertised the wizarding band name directly as what?,The Weird Sisters
397,Which cat chased the scattered chess pieces when Ron overturned the board?,Crookshanks
397,What is the last name of the auror known as Mad-Eye with the magical eye?,Moody
397,Which student did Ginny switch to dating after her breakup with Michael Corner?,Dean Thomas
397,Who did Ginny mention as her ex-boyfriend who got sulky about Quidditch?,Michael Corner
398,The first chapter's title in Harry Potter and the Goblet of Fire is '___'.,The Riddle House
399,Wormtail expressed concern about Bertha Jorkin's ___,disappearance
399,The group monitoring identities is the Ministry of ___,Magic
399,The plan cannot proceed until after the Quidditch World ___,Cup
399,Who remains essential to the plan according to Voldemort? ___,Harry Potter
399,Who remains essential to the plan according to Voldemort? ___,Harry Potter
399,The group monitoring identities is the Ministry of ___,Magic
399,The plan cannot proceed until after the Quidditch World ___,Cup
399,Wormtail expressed concern about Bertha Jorkin's ___,disappearance
400,What is the name of the boy in danger according to the plans discussed? ,Harry Potter
400,Which organization did Bertha Jorkins work for that was wary of The Dark Lord's followers? ,Ministry of Magic
400,The servant Wormtail refers to as faithful and yet to be rejoined is located at which witchcraft school? ,Hogwarts
401,Harry's snowy owl's name was ___.,Hedwig
402,The terrifying wizard jail where Sirius was imprisoned is called,Azkaban
402,The soul-sucking creatures guarding the wizard prison are called,dementors
403,The courier owl after Hedwig with meat pies is called ___?,Errol
403,Mrs. Weasley's owl ___ needed five days to bounce back from toting cake.,Errol
403,The Hogwarts gamekeeper named ___ sent handmade rock cakes.,Hagrid
403,Buckbeak was absentmindedly greeted by Harry in sending ___ away.,Hagrid
403,Harry's magical malaise stems from a scar caused by ___'s curses.,Voldemort
404,"The invitation to the Quidditch match is sent by Harry's friend Ron's mother, ______.",Molly Weasley
404,Harry's reply to Mrs. Weasley should be sent via the magical postal system known as the ______.,owl post
404,Uncle Vernon describes Mrs. Weasley's family as the 'these ______' when grumbling about picking up Harry.,Weasleys
404,The sport played on broomsticks that Uncle Vernon hates is ______.,Quidditch
404,"Ron's family surname, extracted from 'Molly Weasley,' is ______.",Weasley
405,Mr. Weasley had started work at the Department of International Magical _________,Cooperation
405,Harry would be leaving Privet Drive tomorrow to attend the Quidditch World _________,Cup
405,Fred and George Weasley gave Harry an enchanted map of _________,Hogwarts
405,The Weasleys usually wore long _________ during the holidays,robes
405,Harry's birthday cake was retrieved from under a loose _________,floorboard
406,The family with bright red-haired wizards arriving through the Floo Network is the ______ family.,Weasleys
406,The magical substance used by the Weasleys for travel that caused the fireplace issue is called ______.,Floo Powder
406,The youngest Weasley son present when checking the fireplace is ______.,Ron
407,The Weasley twin who spilled the bag of sweets was ____,Fred
407,The spell Mr. Weasley cast to set the fireplace alight was ____,Incendio
408,The Weasley brothers' joke shop mentioned in chapter five's title is called Weasleys' Wizard ___,Wheezes
408,The Weasley brother who works with dragons in Romania is ___,Charlie
408,The enchanted candy Fred and George invented is the Ton-Tongue ___,Toffee
408,Mr. Weasley's given name is ___,Arthur
408,The Weasley twin who denied giving Dudley the toffee was ___,Fred
408,The bushy-haired friend who entered with Mrs. Weasley is ___ Granger,Hermione
408,Mrs. Weasley's first name is ___,Molly
408,The younger Weasley sister who blushes around Harry is ___,Ginny
409,The Quidditch team on Ron's posters is the ______.,Chudley Cannons
409,Hermione's cat is named ______.,Crookshanks
409,Percy works for the Department of International Magical ______.,Cooperation
409,Ron's old rat was known as ______.,Scabbers
410,What position does Harry play on the Gryffindor House Quidditch team?,Seeker
410,Which Quidditch player is mentioned as Bulgaria's greatest asset?,Viktor Krum
411,The twins' confiscated sweets were Ton-Tongue ___.,TOFFEES
411,Arthur Weasley's trousers were secured with a thick leather ___.,BELT
412,Cedric Diggory's team at Hogwarts is... House.,Hufflepuff
412,The event that hundreds of thousands of wizards arrive at two weeks beforehand is the... World Cup.,Quidditch
413,The boot that transported them to the moor is an example of a magical object called the ______.,Portkey
413,The Quidditch team Mr. Weasley praised Bagman for playing with was the ______ Wasps.,Wimbourne
414,Harry was left with the Muggle neighbor Mrs. ______ during holidays.,Figg
414,Seamus Finnigan's best friend at the shamrock-covered tent was ______ Thomas.,Dean
415,What is the name of the Hogwarts Quidditch team captain who joined Puddlemere United?,Oliver Wood
415,Who is the second eldest Weasley brother with a dragon-handling job?,Charlie
415,What is Fred's twin brother's name?,George
416,Fred and George bet that Viktor Krum would catch the ________.,Snitch
417,Mrs. Weasley says 'You is surely Harry ___!' upon seeing Harry's scar.,Potter
418,What is the first name of Harry's house-elf acquaintance that wanted payment for work?,Dobby
418,"Who arrived in the Top Box with his wife, Narcissa, and their son, Draco?",Lucius Malfoy
419,The referee Hassan Mostafa is from __________.,Egypt
420,"The team represented by leprechauns forming 'HA, HA, HA!' in the air was ___.",Ireland
421,"Named the teams, Bulgaria faced ______ in the radical Quidditch World Cup showdown.",Ireland
422,"The sibling of Fred, who told Mr. Weasley 'Don't worry', was ___.",George
423,The incantation Hermione uses to illuminate her wand is ______.,lumos
424,The Quidditch team Ludo Bagman played for was the...,Wimbourne Wasps
425,The house-elf discovered lying unconscious beneath the Dark Mark was named ____,Winky
426,"The house-elf belonging to Mr. Crouch, who was caught with Harry's wand, is named ______."," ""Winky"""
427,Which family's patriarch was associated with You-Know-Who's loyalists?,Malfoy
427,"The Azkaban-avoiding collective roamed Voldemort's supremacy era as ?,Death Eaters
What prison did some Death Eaters avoid capture in during dark times?",Azkaban
428,The [BLANK] were described as torturing people under You-Know-Who's orders.,Death Eaters
428,The newspaper Mrs. Weasley was holding was the [BLANK].,Daily Prophet
428,"Harry's owl, [BLANK], had not arrived with a letter for him.",Hedwig
429,The Hogwarts teacher responsible for Divination and a genuine trance is [blank].,Professor Trelawney
429,The owl Harry expects to deliver a letter is [blank].,Hedwig
429,The family surname etched into the magic clock's hands is [blank].,Weasley
429,Ron's bedspread celebrates the [blank] Quidditch team.,Chudley Cannons
430,What is the name of Mr. Crouch's house-elf found holding the wand that conjured the Dark Mark?,Winky
430,Which Weasley twin mockingly threatens existential calamity to justify their pranks?,Fred
431,Who is Mrs. Weasley's first name?,Molly
432,Malfoy's potential alternative school was called ____.,Durmstrang
433,Malfoy's thuggish cronies include Crabbe and, Goyle
434,The Deputy Headmistress who threatened to call the headmaster was Professor _____,McGonagall
434,The sallow-faced Potions master with greasy hair was Professor _____,Snape
434,Professor McGonagall is the head of _____ House,Gryffindor
434,The headmaster seated at the center of the staff table was Professor _____,Dumbledore
435,The house Dennis Creevey was Sorted into was ______,GRYFFINDOR
436,"The Hogwarts caretaker who managed the forbidden objects list, Mr. ______, is known for his filing.",Filch
436,Professor Moody's enchanted limb caused a wooden ______ to be visible beneath the table.,leg
436,"Harry's fellow Hogwarts staff member, Dumbledore, introduced a rugged teacher, Arthur Moody, known as Mad-Eye ______.",Moody
436,The Hogwarts lesson subject Professor Moody will teach is Defense Against the Dark ______.,Arts
436,"Professor Moody's chair, his head above the table revealed a face resembling wood ______ by a novice.",carved
437,"Three schools participate: Hogwarts, Beauxbatons, and [blank].",Durmstrang
438,Harry's owl is named ____.,Hedwig
438,Seamus has a rosette for the country ____.,Ireland
438,Hagrid's dog is named ____.,Fang
439,The cold voice questioning the purpose of raising the creatures belonged to the Hogwarts house ______.,Slytherin
439,The Slytherin student posing Hagrid questions was ______.,Draco Malfoy
439,Hagrid expressed uncertainty about feeding the Blast-Ended ______.,Skrewts
440,Arnold Weasley belongs to the Ministry's Misuse of Muggle ______.,Artifacts Office
440,"The Daily Prophet article was written by Rita Skeeter, a Special ______.",Correspondent
440,Sirius Black was not in the text. The ex-Auror present was 'Mad-Eye' ______.,Moody
441,"Moody compared Malfoy to his 'father,' prompting Malfoy to mutter, 'my ________.'",father
442,"The name that Moody checks against the register is Longbottom, belonging to the student ______",Neville
442,The curse causing pain Moody demonstrates on the spider is the ______,Cruciatus Curse
442,"Moody calls the Killing Curse by its incantation, ______",Avada Kedavra
443,The Unforgivable Curses earn a life sentence in _____.,Azkaban
443,Harry's parents were murdered by _____.,Voldemort
444,The book lent by Professor Moody to Neville is titled Magical Water Plants of the ______.,Mediterranean
444,Fred and George's order forms were previously related to Weasleys' ______.,Wizard Wheezes
444,Hermione's society acronym stands for the Society for the Promotion of Elfish ______.,Welfare
444,Hermione's cat is named ______.,Crookshanks
445,Harry's snowy owl is named _____.,Hedwig
445,The chapter fifteen title mentions 'Beauxbatons and _____'.,Durmstrang
445,Harry's snowy owl is named _____.,Hedwig
446,Professor Moody demonstrated the effects of the ______ Curse in class.,Imperius
447,The Hogwarts House represented by a green banner with a silver serpent is ________,Slytherin
447,Hermione founded an organization abbreviated as ________,S.P.E.W.
447,Cedric's last name is ________,Diggory
447,"The Triwizard Tournament involves schools including Beauxbatons, Durmstrang, and ________",Hogwarts
448,Harry thanked his snowy owl named _____,Hedwig
449,The Durmstrang headmaster introduces himself as Professor ______.,Karkaroff
449,Harry recognizes the famous Quidditch player Viktor ______.,Krum
450,What is the surname of the Hogwarts caretaker who added chairs for the special guests?,Filch
451,The Goblet of Fire constitutes a binding magical contract once your name is placed in the ______.,Goblet of Fire
452,The pumpkin decorations in the Great Hall signified the celebration of __ at Hogwarts.,Halloween
452,Fred and George sprouted identical long white __ after stepping over the Age Line.,beards
452,Madame Maxime led the students from the school __ to the Age Line.,Beauxbatons
452,The magical item in the entrance hall is the Goblet of __.,Fire
452,"The tall black girl from Gryffindor, Angelina __, added her name to the tournament.",Johnson
453,Hermione's society was called ______,S.P.E.W.
454,The champion for Beauxbatons is ______,Fleur Delacour
455,"The Beauxbatons champion who thought Bagman's announcement was a ""vairy funny joke"" was",Fleur Delacour
455,"The headmistress of Beauxbatons Academy who referred to Harry as ""zis little boy"" was",Madame Maxime
456,The Hogwarts house that celebrates Cedric is ________ but Harry's is Gryffindor.,Hufflepuff
456,The object that determines the champions of the Triwizard is the Goblet of ________.,Fire
456,"Along with Hogwarts' legitimacy that has been basically a host, the other two schools are Beauxbatons and ________ from the dialogue about the student selection.",Durmstrang
456,The magical school in which Madame Maxime presides is the ________ school of magic.,Beauxbatons
456,The champion's first name who came from Durmstrang's delegation after Professor Igor Karkaroff's summons was Viktor ________.,Krum
456,"The real name of Mad-Eye Moody, as per a professor Hugo, is Professor Alastor ________.",Moody
456,"Why did Moody think the goblet was hoodwinked by,? Because it needed a skilled witch or wizard and a Confundus Charm, from the reply about the magical object. The real name of 'Mad-Eye' is Professor Alastor ________.",Moody
457,"What house was Harry sorted into, where the entire common room celebrated his selection?",Gryffindor
458,Which owl initially refused communication after Harry used a barn owl to send his message?,Hedwig
458,What house is Harry's rival Cedric Diggory formally affiliated with in the tournament?,Hufflepuff
459,Who emerged from his cabin balancing crates of skrewts?,Hagrid
460,What did Colin Creevey say the photographs were for? The champions' pictures were intended for 'The ___ Prophet'.,Daily
460,What did Draco Malfoy claim was his reason for refusing Hermione's touch on his badge? He said he didn't want a Mudblood 'sliming it ___.',up
461,The headmaster who opened the broom cupboard door was ______,Albus Dumbledore
462,Which Hogwarts champion was instructed to stop blocking the tournament inspection?,Harry Potter
462,What mythical bird's feather powered Harry Potter's wand?,phoenix
463,The person described by Rita Skeeter as Harry's 'stunningly pretty Muggle-born' close friend was ______.," ""Hermione Granger"""
463,The journalist who wrote the controversial article about the Triwizard Tournament was ______.," ""Rita Skeeter"""
464,What item did Harry wear to remain unseen while walking to Hogsmeade with Hermione?,Invisibility Cloak
465,The head of Beauxbatons who opened the carriage door was ______.,Madame Maxime
466,Harry's destination after escaping the dragon scene was the ____ castle,Hogwarts
467,The prison that both Sirius and Karkaroff were held in is ______,Azkaban
467,The portrait who snoozed in her frame and said 'If you say so' after Harry said 'Balderdash!' was the ______,Fat Lady
467,The newspaper that published Rita Skeeter's lies about Harry is the ______,Daily Prophet
468,"When researching dragon spells, Harry discarded the book titled 'Men Who Love Dragons ___.'",Too Much
468,The item Ron unintentionally stops Harry from learning is a simple ___.,spell
469,Cedric was carrying 'A Guide to Advanced ___'.,Transfiguration
469,Cedric Diggory's last name is ___.,Diggory
469,Moody advised Harry to play to his ___ for the tournament.,strengths
470,"Harry's greatest talent at Hogwarts, mentioned first, was his skill in ______.",Quidditch
470,"To avoid instructors, Harry and Hermione relied on the ______ to sneak back to their practice.",Invisibility Cloak
471,Each dragon model was tied with a number around its ______.," ""neck"""
472,Madam ___ treated Harry's injury after he survived the Horntail.,Pomfrey
472,"The three Hogwarts staff members who met Harry post-task were Moody, Hagrid, and Professor ___.",McGonagall
473,Rita Skeeter's quill that blended against her robes was the Quick-Quotes ___.,Quill
474,The curse Neville mistakenly suspected as the next task was the Cruciatus ____.,Curse
474,The concealed entrance to the kitchens was hidden behind a painting of a bowl of ____.,fruit
475,The day of the week mentioned for the Daily Prophet's zoological column is ___.,Wednesday
476,What phrase did Ron use to mock Hermione's advocacy group? House-Elf Liberation ___,Front
476,What house-elf figure greeted Harry by hugging him tightly? ___,Dobby
476,What former owner gave Dobby his cotton uniform? The ___ family,Malfoy
476,Who blocked Harry during their rush to the kitchens? The ___ Lady,Fat
476,What student's name did Ron mention was in the entrance hall corridor? Cedric ___,Diggory
477,"Winky's former employer, whom she defends despite dismissal, is named ___.",Mr. Crouch
478,"The Yule Ball, a traditional part of the Triwizard Tournament, is hosted in the Hogwarts ______.",Great Hall
479,Who provided the Skrewts' food during the Care of Magical Creatures lesson?,Hagrid
479,What is the last name of the barmaid who supplied mulled mead for the Yule Ball?,Rosmerta
480,The ghost haunting the girls' toilets that Harry mentioned was... [blank],Moaning Myrtle
481,The portrait guarding the Gryffindor common room is called the _____.,Fat Lady
482,Parvati suggests her sister ______ in Ravenclaw might go with Ron,Padma
483,What is the name of the house-elf who visits Harry on Christmas Day?,Dobby
484,What House is Roger Davies associated with as the Quidditch captain?,Ravenclaw
484,Which professor wore a wreath of thistles around their hat's brim?,Professor McGonagall
484,Which girl's sister was waiting for Harry at the foot of the stairs besides Padma?,Parvati
485,The French headmistress with opals who waved at Hogwarts' Keeper of Keys at the Ball is [blank].,Madame Maxime
485,The elf who knitted socks for Harry during Christmas is [blank].,Dobby
486,Hermione's frustration is demonstrated by storming off at ___'s taunt.,Ron
486,Krum accuses Ron of ignoring ___'s friendship.,Hermione
486,"Viktor Krum's first name, as written, is ___ when Hermione refers to him.",Viktors
486,"Parvati's Beauxbatons dance partner impresses her, leading her to dismiss ___'s disinterest.",Harry
486,The Weasley sibling at the table discussing Durmstrang is named ___ and George.,Fred
486,Harry dances with a girl named ___ before feeling obligated to sit.,Parvati
486,The Weasley sibling with a pompous demeanor is named ___ during the party.,Percy
487,The Durmstrang representative involved in a tense conversation with Snape's voice is Igor ___.,Karkaroff
488,The person Hermione argued with at the staircase was ___.," ""Ron"""
488,The cat Hermione scratched behind the ears was named ___.," ""Crookshanks"""
489,Hagrid was expelled from ______ in his third year.,Hogwarts
489,The Daily Prophet article about Hagrid is written by Special Correspondent ______.,Rita Skeeter
489,The dangerous creatures bred by Hagrid are called Blast-Ended ______.,Skrewts
489,Draco Malfoy claims his friend ______ was bitten by a flobberworm .,Vincent Crabbe
489,The school where Dumbledore is Headmaster is ______.,Hogwarts
489,The name of Hagrid's former position at Hogwarts was ______.,gamekeeper
490,"The substitute Care of Magical Creatures teacher, Professor ___ continued classes",Grubbly-Plank
491,What school does Hermione say Viktor Krum comes from? ____,Durmstrang
492,What is the name of the Hogwarts groundskeeper whose cabin the trio visits?,Hagrid
493,Harry cited which family as an example of undesirable relatives,Dursleys
493,Hagrid got accepted to which school just after his father took his photo,Hogwarts
493,Dumbledore's brother prosecuted for inappropriate charms on a goat was named,Aberforth
494,Cedric's full name as stated by Myrtle was _____.,Cedric Diggory
495,What item does Harry wear to stay hidden in the corridor after leaving the bathroom?,Invisibility Cloak
496,The ___ Cloak concealed Harry from Filch but not from Moody's magical eye.,Invisibility
496,"Filch's cat, ___, fixed its lamp-like eyes toward Harry.",Mrs. Norris
497,"Snape accuses Harry of hiding beneath the ______, directly after proclaiming 'Potter!'",Invisibility Cloak
498,"Rumors flying around Hogwarts, helped along by Rita Skeeter, were published in the ___?",Daily Prophet
498,The newspaper that reported the Dark Mark at the World Cup is the ___?,Daily Prophet
499,Hermione wanted Harry transformed into a submarine implying he needed what magic subject to be applied during the challenge?,Transfiguration
499,Which creature's foals did Hagrid demonstrate during Care of Magical Creatures class?,unicorn
500,Harry returned to the library under the ______ Cloak.,Invisibility
501,The slimy, grayish-green substance Dobby gives Harry to eat is called...
502,The creature that grabbed Harry's ankle underwater was a ______.,grindylow
503,The first person Harry hacked the ropes binding was ______,Ron
503,The last name of the Hogwarts headmaster was ______,Dumbledore
504,The sister of Fleur Delacour whose safety was questioned in the lake was named ______.,Gabrielle
504,The magical plant Harry ingested to breathe underwater during the second task was ______.,gillyweed
505,Which Slytherin girl accuses Hermione of making Love Potions to attract boys?,Pansy Parkinson
505,Which famous Bulgarian Quidditch player invited Hermione to visit him over the summer?,Viktor Krum
505,Who is the Hogwarts headmaster Rita Skeeter suggests investigating the Love Potion claims?,Albus Dumbledore
506,"Karkaroff called Snape by his first name, which was ________.",Severus
506,The house-elf who stole the gillyweed was ________.,Dobby
506,Snape threatened Harry with a Truth Potion called ________.,Veritaserum
507,The house-elf who had been sacked by Crouch according to Hermione was named _____,Winky
507,The house-elf who had been sacked by Crouch according to Hermione was named _____,Winky
508,Barty Crouch's former position was the Head of Magical Law Enforcement at the __________,Ministry of Magic
509,"After his son's imprisonment, Barty Crouch Sr. was moved to the Department of International Magical ______.",Cooperation
509,Who was the house-elf associated with Barty Crouch?,Winky
509,Sirius said that Crouch's son was imprisoned in the fortress of ______.,Azkaban
510,The newspaper that quotes Bagman’s statements about Bertha Jorkins is the _____.,Daily Prophet
510,"According to Sirius, the month marking the end of the Triwizard Tournament and Harry's danger is _____.",June
510,Winky's excessive drinking of _____ daily highlights her distress over Crouch's absence.,butterbeer
511,"After receiving hate mail, Hermione realized the letters were cut from the ______.",Daily Prophet
512,"Pansy Parkinson's housemates, watching her attack Hermione, belong to ______ house.",Slytherin
513,Who is the official represented by Moody's confirmation they checked areas Rita Skeeter didn't appear? The Defense Against the Dark Arts ___,professor
513,Cedric met Harry outside the Hufflepuff ___ before heading to Bagman's third task briefing.,common room
513,The Hogwarts coauthorship Hermione knew inside-out was Hogwarts: A ___ for rules about Rita's methods.,History
513,"When Hermione suspects Rita Skeeter eavesdropped, she refers to her conversation with ___ Krum.",Viktor
514,The person Viktor Krum misnames as 'Her-my-own-ninny' is Hermione ______.," ""Granger"""
515,Who does Mr. Crouch insist on delivering his warnings to through Harry? Professor ________.,Dumbledore
515,Harry specifies leaving Mr. Crouch in the forest with the student Viktor ________.,Krum
516,What is the name of the dog that accompanied Hagrid into the Forbidden Forest?," ""Fang"""
516,Which school does Karkaroff represent when accusing Dumbledore of treachery?," ""Durmstrang"""
517,What dark figure's increasing power was Mr. Crouch coherently warning about?,Voldemort
518,Ron suggested they use the house-elf named ________ for spell practice,Dobby
518,The publication Hermione checked for news about Mr. Crouch's disappearance is the ________,Daily Prophet
518,The Durmstrang ship's topmost sail was visible in the scene and the ship is associated with the school named ________,Durmstrang
518,Professor Moody told Hermione that she might think about a career as an Auror and called her by her surname ________,Granger
519,The class Harry and Ron attended after lunch involved studying ___ under Professor Trelawney.,Divination
520,"Dumbledore's phoenix, which was perched beside the office door, was named ______.",Fawkes
520,The headmistress that Dumbledore described as 'an excellent dancer' was Madame ______.,Maxime
520,Dumbledore's phoenix that was standing on its golden perch was named ______.,Fawkes
520,The headmistress whom Dumbledore described as 'an excellent dancer' was Madame ______.,Maxime
521,The prison Karkaroff was brought from was,Azkaban
522,Snape's full name when cleared by the Council was Severus ________.,Snape
522,Karkaroff claimed he had personally seen ________ Dolohov torture countless Muggles.,Antonin
523,The specific curse used on Frank Longbottom and his wife was the ____,Cruciatus Curse
524,"To analyze his thoughts, Dumbledore uses a magical object called the ____.",Pensieve
524,"Voldemort punished Wormtail with the ____ Curse, causing Harry pain.",Cruciatus
525,The Dark Lord whose whereabouts the Longbottoms were tortured to reveal is ______.,Voldemort
526,Who did Harry realize had torn families apart and ruined lives?,Voldemort
526,Who was keeping lookout with smirking expression alongside Crabbe?,Goyle
527,"Cedric Diggory's father, ______, is angry about Rita Skeeter's article.",Amos Diggory
527,"As a Triwizard champion, Harry is ______ from the end-of-term tests.",Exempt
528,The champion from Beauxbatons Academy was named ___,Fleur Delacour
528,The Hogwarts headmaster who announced the task timing was ___,Dumbledore
529,The Patronus that galloped from Harry's wand appeared as a silver ______.,Stag
530,The prison for using Unforgivable Curses is,Azkaban
531,Harry shouted '__________!' to disarm the spider.,Expelliarmus
531,The spider's pincers that harmed Harry were described as razor-__________.,sharp
532,The curse screeched by Wormtail in the graveyard resulting in Cedric’s death was ______.,Avada Kedavra
533,Voldemort examined his rebirth symbol on Wormtail's ___,arm
533,The pain from Harry's ___ surged when the Dark Mark was activated,scar
533,"Voldemort's father, whom he vowed to kill, was named ___",Tom Riddle
533,"Voldemort's original name, tied to his father's legacy, was ___",Tom Riddle
534,"The Death Eater Voldemort claims has Muggle-torture expertise, Lucius __",Malfoy
534,Voldemort implies Death Eaters may honor Albus __ because of his reputation as Mudblood champion.,Dumbledore
534,Which Death Eater beside Crabbe was queried directly after about fulfilling duty? __,Goyle
535,"Voldemort's affectionately mentioned snake, which circled during his speech, was named",Nagini
536,A potion concocted from unicorn blood and the snake venom provided by ____ returned Voldemort to an almost human form.,Nagini
536,Voldemort needed the blood of a foe; the one he desired was ____.,Harry Potter
536,The unblockable curse Harry feared Voldemort would use was the ____.,Avada Kedavra
537,Harry shouted 'Expelliarmus!' while Voldemort cried '________!' during their confrontation.,Avada Kedavra
537,The aches Harry felt after the curse were caused by the ________.,Cruciatus Curse
538,The person crouched over Harry upon his return to the edge of the maze was ______.,Albus Dumbledore
538,Who preceded Lily Potter's emergence and was referred to as Harry's father? ______,James Potter
539,Voldemort's followers were called the ______,Death Eaters
539,The prison from which the Death Eaters escaped was ______,Azkaban
540,Which house-elf recognized Moody's warning about the gillyweed and rushed to inform Harry?,Dobby
541,The illegal spell dictating Moody's actions was the ________.,Imperius Curse
541,The potion Snape delivered to extract the truth was ________.,Veritaserum
542,The potion required for impersonating Moody was the [BLANK].,Polyjuice Potion
542,The object that transported Harry to Voldemort was a [BLANK].,Portkey
543,The Triwizard Cup was transformed into a ? by Voldemort's follower.,Portkey
543,What creature soothed Harry Potter with its presence in Dumbledore's office?,Fawkes
544,The name of the phoenix that healed Harry's leg was ______,Fawkes
545,Who informs Fudge that dementors cannot now give testimony? The Headmaster ___,Dumbledore
545,Whom does Dumbledore say returned to full strength using Crouch's help? Lord ___,Voldemort
545,Which Ministry employee's information about Crouch enabled Voldemort's plan? Bertha ___,Jorkins
545,Who is described as trembling with fury while arguing with Fudge? The first name is Minerva ___,McGonagall
546,The Hogwarts professor who erupted at Fudge asking Dumbledore 'You fool!' was [BLANK],McGonagall
546,Who did Harry witness's rebirth directly after touching the Triwizard Cup according to Dumbledore? The dark wizard [BLANK],Voldemort
547,What title does Molly Weasley's son Ron refer to her with when asking her to silence herself?,Mum
547,What is the name of the house-elf Dumbledore believes will look after Winky in the kitchens?,Dobby
547,What is the surname of the Hogwarts Headmaster who mediates between Snape and Sirius after their conflict?,Dumbledore
547,What is the name of the friend Dumbledore says is to return to Remus Lupin's home to lie low?,Sirius Black
548,What subject's vacant teaching position led to Harry and his friends receiving free lessons?,Defense Against the Dark Arts
549,Dumbledore declared he honored whom for showing exceptional bravery against Voldemort,Harry Potter
550,"At the beginning of the train journey, Dumbledore's speech had a powerful impact on ______."," ""Harry"""
551,Malfoy was followed into the compartment by Crabbe and ______.,Goyle
